area,item_code,target2_code,addr2,lng,addr1,open_info,target2_etc,type,close_info,zipcode,img_name,name,target1_code,target1_etc,idx,item_etc,lat
경기,99,1,장현프라자 220호,127.1808911,경기 남양주시 진접읍 장현로 77,"오전9시-오후6시, 주말 오전9시-오후1시",,3,"공휴일, 토요일 오후",12014,e35102a52e4a4ec49d6c75d0bc1fc899.jpg,한빛안경원,1,,689,기본 안경테와 기본 안경렌즈,37.71761594
경기,1,1,2층 갤러리베이커리,127.034691,경기 수원시 권선구 동수원로 232,10시 ~ 17시,,1,주말 휴무,16553,7613f3ce97c540a0b0343fc645801f74.jpg,갤러리베이커리,1,,688,,37.25025953
경기,2,1,1층 코브라독스 평택세교점,127.0804429,경기 평택시 평택로 146,오전11시~오후9시,,1,없음,17839,e4c351cb9c0e4690ae15867f869c4a74.jpg,코브라독스 평택세교점,2,,687,,36.99867297
경기,2,1,리시오빌딩 1층 코브라독스 평택용이점,127.1358121,경기 평택시 현신3길 8,오전11시~오후9시,,1,없음,17868,742686a7712c4f6e8962401d4a6d5b11.jpg,코브라독스 평택용이점,2,,686,,36.9958035
경기,1,1,1층 지코바치킨 (대로변),127.0247911,경기 수원시 팔달구 인계동 982-11,09:00-(익일)04:00,,1,,16476,,지코바치킨 인계1호점,1,,685,,37.26750357
인천,99,1,105호,126.6618066,인천 미추홀구 숙골로95번길 9,10:00-8:00,,99,없음,22100,8520ff66c7fe4fb58a2713034cf7d1d4.jpg,치치살롱,1,,684,"컷트 남여 무료, 모든품목 50%",37.47022981
인천,99,"01,99",102호,126.6972892,인천 남동구 문화서로4번길 41-25,오전 11시 ~ 오후 8시,결식아동 보호자-학습용 기기만 가능,3,오후 12시 ~ 오후 1시,21568,26581c08b9e14f9ca89e11966fd842be.jpg,캐츠워즈리서치,99,컴퓨터 점검/수리 (20만원 한도),683,컴퓨터 점검/수리 (20만원 한도),37.44599005
경기,1,1,1층 프랑킨치킨집,126.7436279,경기 시흥시 정왕동 1809-1,12~01시,,1,월요일,15054,,프랑킨숯불양념구이치킨,1,,682,,37.34985024
경기,1,1,1층 프랑킨숯불양념구이치킨,126.9423351,경기 군포시 번영로 602,오전11시~새벽2시,,1,,15831,c9f6eff167ed48dba21a1520239773f6.jpg,프랑킨숯불양념구이치킨,1,,681,,37.36278226
인천,1,1,1층 프랑킨숯불양념구이친 간석점,126.7056812,인천 남동구 간석동 355,오전11시~새벽2시,,1,,21551,77105007e473475e83d274e49acba473.jpg,프랑킨숯불양념구이치킨 간석점,1,,680,,37.45872062
경기,1,1,1층 102호,126.9637456,경기 안양시 동안구 관평로69번길 29-7,오전11시 ~ 오전1시30분,,1,,14103,,프랑킨숯불양념구이치킨 안양점,1,,679,,37.38292156
경기,1,1,1층 ,127.0276343,경기 수원시 팔달구 인계동 211-6,오전11시~새벽4시,,1,연중무휴,16471,55f53d5fac3747e3ba81a866fb9350df.jpg,프랑킨숯불양념구이치킨 본점,2,,678,,37.27615266
경기,1,1,1층프랑킨숯불양념구이치킨,126.8312054,경기 안산시 단원구 고잔동 724,11:00~03:00,,1,연중무휴,15462,64e49043cf904ec99a5d9f6208289a9d.jpg,프랑킨숯불양념구이치킨,1,,677,,37.31472001
서울,1,"01,02",모두의주방 지하1층 3호,126.9567893,서울 관악구 관악로 251,오전9시~익일 오전12시,,1,,8727,,까사피에스타,2,,676,,37.48689701
울산,2,1,101호,129.3536408,울산 북구 매곡2로 47,오후1시~6시,,2,토.일요일,44215,7b91d6bdc61643019c59c2ddb20b5044.jpg,조정윤아트,1,,675,,35.64900579
인천,99,1,.,126.6972959,인천 부평구 원적로 280,평일 오전 10시~오후 7시/토요일 오전 11시~ 오후,,1,,21371,,디저트꼼,2,,674,샌드위치  1개,37.50456126
서울,99,1,1층 사무실,127.0861322,서울 광진구 천호대로119길 6,평일 오전 9:00 ~ 오후 5:00,,99,"주말,공휴일",4931,14ce6bcfe1844970babcae72796d8146.jpg,주식회사 중원디앤케이,1,,673,핫팩 한달치 30개. 매달 지급^^,37.55515978
서울,1,"01,02",1층,126.9131872,서울 서대문구 거북골로 150,오전10시새벽1시,,1,3시~4시,3690,3715e31d6e7c4fc694a5e8149e7cb01d.jpg,줄리앙와플and커피,1,,671,,37.57555558
울산,1,1,상가 102호 처갓집양념치킨 구영점,129.239912,울산 울주군 범서읍 구영리 798-1,13:00~01:00,,1,변동,44923,,처갓집양념치킨 구영점,2,,669,,35.57106062
대전,2,"01,02",1층,127.3730552,대전 서구 만년남로3번길 164,오전 11:00~오후 10::00,,1,매주 월요일,35200,2310af33abf24c419272db87db9ced90.jpg,오매불떡 매운떡볶이 ,1,,668,,36.36648405
제주,1,1,1층 시나르,126.477655,제주특별자치도 제주시 노형10길 3,am11:30-pm10:00,,1,pm2:30-pm5:00,63083,8d5576f9db4446ef8b7b8b32f765dc30.jpeg,시나르,3,,664,,33.48390876
경기,1,"01,99",1층 석관동떡볶이,127.0546373,경기 동두천시 동두천로 115,11:00~23:00,g-dream 카드 소지자,1,14:30~15:30,11350,f7b801c1b86a4feba8e0fa4456837417.jpg,석관동떡볶이동두천점,2,,663,,37.8917055
경기,99,,원광빌딩 메가커피,127.0475466,경기 의정부시 경의로 107,09:00~21:00,,1,,11696,,메가커피 의정부경의교차로점,99,첫방문시 맴버쉽쿠폰발급(아이 본인만),662,모든 음료,37.73339139
경기,1,1,1층 도새기막창,126.9988015,경기 수원시 팔달구 동말로 43,17-24,,1,일요일,16443,,도새기막창,2,,661,,37.27876268
서울,99,,메가커피 창동역점,127.0492033,서울 도봉구 마들로11가길 13,09:00~21:00,,1,,1414,,메가커피 창동역점,99,첫방문시 맴버쉽쿠폰발급(아이 본인만),660,모든 음료,37.65290468
경기,1,1,레이킨스몰2층 228호,126.7516469,경기 고양시 일산서구 대화동 2602,11:00-8:30,,1,연중무휴(임시휴무 네이버에 공지),10391,,수라간,1,,659,,37.66799467
서울,,1,1층 쑤쑤타이,127.0490942,서울 성동구 상원1길 12,,,1,,4779,,쑤쑤타이,1,,658,,37.54497088
광주,99,1,라라브레드 1층,126.7934279,광주 광산구 광산로19번길 24,10:00~21:00,,1,x,62430,,라라브레드,1,,657,직원선택 2종,35.13920225
서울,99,1,라라브레드1층,127.0777431,서울 노원구 공릉동 350-22,10:00~21:00,,1,x,1835,,라라브레드,1,,656,직원선택 2종,37.62493456
서울,99,1,라라브레드 1층,127.1091047,서울 송파구 오금로16길 4,10:00 ~ 21:00,,1,x,5618,,라라브레드 잠실점,1,,655,직원선택 2종,37.51113268
서울,99,1,라라브레드 1층,127.1412204,서울 강동구 양재대로116길 13,11:00 ~ 20:00,,1,x,5343,,라라브레드,1,,654,직원선택 빵2종,37.53867777
강원,99,1,유로코피자,128.8810505,강원 강릉시 원대로17번길 5,12:00~23:30,,1,15:00~17:00,25518,,유로코피자 강릉점,3,,653,전 메뉴 L까지,37.75629949
강원,2,1,아빠곰,128.9002628,강원 강릉시 동부시장3길 5,10:00~06:00,,99,"매주 일요일,월요일",25552,7d30df0885eb4c29a111656170946c21.jpg,아빠곰,2,,652,,37.75842327
전북,99,1,군산미장원,126.7065606,전북 군산시 서수송안2길 26,am10:00~pm20:00,,99,매주화요일 일요일12시오픈,54137,,군산미장원,1,,651,남성컷,35.96556602
서울,1,1,1층 봉식이떡볶이 ,126.9313244,서울 동작구 국사봉1길 70,오전 11시30분~오후9시30분,,1,월요일,7043,dd708970061a481cb4ce2d6f690977e2.jpg,봉식이떡볶이,1,,650,,37.49827945
전북,2,1,상가 103호 우미분식,126.9874358,전북 익산시 무왕로22길 41,12:00-19:00,,1,토요일 일요일 휴무,54566,,우미분식,1,,649,,35.95573336
서울,99,2,"2층 ""금수저""",126.8379095,서울 강서구 양천로47길 24,월-금/11:00~20:00 토/11:00~15:00,,1,매주 일요일 휴무,7522,93cf93cb8d9b44f58af5d508a5b52ef2.png,금수저,3,,648,백숙을 제외한 전메뉴 (1인 1메뉴),37.57151275
경기,1,1,1층 정씨함박,127.0525458,경기 동두천시 중앙로33번길 99,11시~9시,,1,매주월요일,11354,43f04ba68e974e56a24e637e697ae3a2.jpg,정씨함박 동두천점,2,,647,,37.88183739
충남,2,"01,02",1층 카페데이오프,127.1501247,충남 천안시 동남구 영성로 86,월-금 09:00~20:00,,1,"인스타그램,네이버에 공지",31131,108cbf2a686c411ca2cb9d6ed000b912.jpeg,카페데이오프,1,,646,,36.8058833
강원,99,1,1,127.7625505,강원 춘천시 동내면 거두길 30,11시부터8시,,1,,24400,6abf99696e204b2c8ea1c6b4144e2146.jpg,면사무소,1,,643,짜장 짬뽕 볶음밥 미니탕수육,37.861035
서울,1,"01,02",kgit센터 지하1층 푸드코트 109,126.8889823,서울 마포구 월드컵북로 402,11:30~20:00,,1,토일휴무,3925,8c17b93226ee4dfdaecaf69e17a0675d.jpg,모데나,1,,642,,37.58010775
경기,99,1,1층 장수순대국,127.0753975,경기 오산시 밀머리로 46,10시-22시,,1,매주 토요일,18144,,장수순대국,1,,641,"순대국밥,머리국밥",37.13765399
경기,99,1,1층 105호 팔팔뼈찜,127.1094002,경기 성남시 분당구 성남대로 52,오전11시~오후10시,,1,"매주일요일휴무, 평일 2시~4시45분까지 브레이크타임",13637,2e855f2076a943b4a59033c1d6a538f9.jpg,팔팔뼈찜,1,,640,뼈해장국,37.34045482
경남,,"01,02",1층 다가치통닭,128.824649,경남 김해시 율하6로 52,오후 3시부터 자정까지,,1,매주 월요일,51020,43ea39a54d074577b1184c2e7c1f6fc5.jpg,다가치통닭,2,,639,,35.17174663
부산,99,"02,99",1층 이동호피자,129.0908446,부산 동래구 복천동 67-2,12월 12일,포장할인50%단품피자구매시,1,,47804,6e8bdd8b3ed44b49bb147e46e7650b5d.jpg,이동호피자,1,,638,클래식피자M(미디움)사이즈,35.20582582
경기,2,1,1층 피자나라 치킨공주 태평점,127.1395281,경기 성남시 수정구 태평동 2454,낮12시~밤11시30분까지,,1,매장으로전화,13277,23d26a0442c94e1984abbb2f07e27e01.jpg,피자나라치킨공주 태평점,1,,637,,37.44901045
경기,99,1,1층 ,126.7991233,경기 고양시 일산동구 숲속마을로 50-42,11:30~22:00,,1,연중무휴,10306,a8d836eacb2d4c4ab3a32e2e5639eec5.jpg,9라파부대찌개 본점,1,,636,"9라파부대찌개, 제주생고기돈까스 ",37.66792056
경기,2,1,1층,127.2543539,경기 안성시 신건지동 2-9,11:00~23:00,,1,매주화요일,17573,6ff07739588e4f5882a2b9e447792052.jpg,푸드코트,1,,635,,37.01402142
경북,2,1,짱만두,128.7325611,경북 안동시 서동문로 188-1,오전10시-밤 9시,,1,매주 화요일,36701,,짱만두 웅부점,2,,631,,36.56578973
서울,1,1,2층,126.9615712,서울 종로구 창의문로11길 23,11:30 - 21:00,,1,15:00 - 16:30,3022,6abff8f6f10d46a8942d87829dddd1cf.jpeg,레이지버거클럽,3,,630,,37.59338974
경북,1,1,경식당 ,129.3751144,경북 울진군 북면 부구2길 10-2,11시~7시,,1,토요일 일요일 공휴일,36305,,경식당 ,99,아이 부모님 또는 조부모,629,,37.10493645
인천,2,"01,02",1층 카페 포모(PO-MO),126.6989564,인천 남동구 문화로89번길 8-18,오후1시-오후10시,,1,"일,월 휴무",21569,196e0c0a70034dd2b90802fac90e4dae.jpeg,포모(PO-MO),3,,628,,37.44795274
경기,1,1,천혜중앙 126호 히또시,126.8398787,경기 안산시 단원구 광덕4로 246,평일 11시30부터 21시까지 토요일 12시부터 21시,,1,일요일  국가 공휴일,15464,a8dd33a30d0f4fedbfcf5d2657a76722.jpg,히또시,99,아이들과 부모까지,627,,37.31435372
대구,99,1,1층 더포,128.6144908,대구 북구 대불로 13,11시-21시,,1,"월요일 휴무, 3시30분~5시까지 휴식시간",41520,,더포아담하니복현점,1,,626,"쌀국수, 볶음밥",35.90164472
경기,99,"01,02,99",1층 왼쪽,126.9178934,경기 안양시 만안구 삼덕로 78,오전11시 부터 오후 00시 까지,경찰관,1,없음,14002,,힘찬뼈다귀,1,,625,1인분 감자탕,37.39540012
서울,99,"01,02,99",102-2호 통닭&강동생족발보쌈,127.1687802,서울 강동구 고덕로 390,점심12시~밤12시,소방관은 전메뉴 50%할인,1,"연중무휴 , 포장 배달 전문점",5274,cf423ae9061341bdad4f5031b168a4d4.jpg,통닭&강동생족발보쌈,99,포장 배달 전문점입니다.,624,아동=통닭1마리무료&전메뉴50%할인,37.55662641
서울,1,"01,02","2층 (망원동,삼운빌딩)",126.9096697,서울 마포구 동교로 67,1200~1900,,2,"토,일요일",4018,,성산베스트플러스학원,2,,623,,37.5537428
경기,99,"01,99",롯데마트 3층 안산무지개연합의원 ,126.8466535,경기 안산시 상록구 항가울로 422,10시 -21시,,99,12시-12시30분 18시-18시30분,15299,729b4bef8f1e467bbd1e9accd448e93d.jpeg,안산무지개연합의원 ,2,,622,병원 방문시 병원옆 푸드코트식사제공,37.31809504
경기,1,1,세븐일레븐건물,126.7966576,경기 시흥시 장현서3길 12,24시간,,1,연중무휴,14996,999d5b1f152546a28933b65a524e9a8b.jpg,담꾹 시흥장현점,1,,621,,37.37312396
서울,99,1,106호,127.0985952,서울 송파구 삼학사로12길 14,10:00 ~ 22:00,,1,,5679,04fa263d79684337ab3d43ff74869011.jpg,달떡볶이 잠실점,2,,620,"초승달세트(떡볶이,순대,튀김,음료)",37.50154387
서울,99,1,vip빌딩 2층,127.0306507,서울 성동구 왕십리로 353,11:00 ~ 21:00,,99,없음,4710,aa6c3078c77746f2ab9a91f7304b53a6.jpg,어반그라운드헤어 상왕십리점,1,,619,쥬니어 커트,37.56363389
경기,99,"01,02",유월의정원 꽃집,126.9356912,경기 군포시 곡란로8번길 6,11:00~20:00(토요일~18:00),,3,일요일 휴무,15801,,유월의 정원,1,,618,꽃다발,37.37278392
충남,99,"01,02",1층 버터몽,126.4577563,충남 서산시 한마음3로 27-4,11:00~19:00 소진시마감,,1,"월,화",31991,8fa9a9996fa64a4a9a34c9f053dcb444.jpg,버터몽,1,,617,"쿠키1개,우유1개",36.77653946
부산,99,1,1층 스시카메,129.0380235,부산 중구 충장대로5번길 48-1,11시~21시30분,,1,14시30~17시,48936,d9a95e0fa7dd4d918bdd4b8c8719660c.jpg,스시카메,1,,616,초밥.우동.모밀,35.10941551
광주,99,1,아크레타양림 111호 오키나와후라이,126.9160259,광주 남구 백서로 76,11:30~21:00,,1,화요일 휴무 / 14:30~17:00 브레이크 타임,61662,6dc5e961e0af4092974f6c5160991271.png,오키나와후라이,2,,615,"텐동,가케우동,냉소바 중 1인 1메뉴",35.13925349
충북,1,1,솔리드빌딩 101호,127.3280463,충북 청주시 흥덕구 오송읍 오송생명3로 65-15,11:30~20:00,,1,,28165,,에이프런레시피(순수덮밥),1,,614,,36.63169724
경기,1,"01,02",1층 달토끼짬뽕,127.1333115,경기 평택시 용이동 598-1,11시~20시30분,,1,매주 월요일,17869,ac9ee3eddf5146009b669e69879c3fb7.jpg,달토끼짬뽕용이점,99,모두가능,613,,36.99801696
서울,99,1,만석돼지갈비,127.0347489,서울 성동구 고산자로12길 2,11시반부터 10시,,1,없음,4744,4c4bc9de51bc4436852bf4a22bd4c8e4.jpg,만석돼지갈비,2,,612,"정심식사 2인분,저녁 삼겹또는갈비 2",37.56018581
경기,99,1,103호,127.1124848,경기 용인시 기흥구 구갈로72번길 10,오전 11시반~오후9시반,,1,없음,16972,,을찌로국물떡볶이 기흥구청점,1,,611,을찌로국물떡볶이. 김가루밥.어묵탕,37.28059881
대구,99,"01,02",1층 크리그레피 스튜디오,128.6934895,대구 수성구 알파시티2로12길 8-4,11:00~20:00,,99,일요일 휴무,42251,,크리그레피 스튜디오,2,,610,"증명사진 , 프로필 사진 촬영",35.83741718
경기,1,"01,02",104동 127호,126.9291077,경기 안양시 만안구 안양로 180,오전 9시 ~ 오후 9시,,1,없음,14033,efb4708a8d7d44bcb7c27659e135fa88.jpg,로스터리카페 쉼,1,,609,,37.39018388
경기,1,1,1층 거기,126.7698822,경기 부천시 경인로134번길 52,낮12시~밤12시,,1,없음,14726,2ab654c673ba4a24bee166b2661423e1.jpg,거기,2,,608,,37.481776
경기,99,1,1층 식빵의품격,127.2377788,경기 남양주시 평내동 604-5,10:00~8:30  당일빵소진시 조기마감,,1,일요일.국가공휴일,12226,f0f9962ac0d249f2b906771e6dc9f2d8.jpg,식빵의품격,1,,607,모든 식빵종류,37.64262774
충남,2,"01,02",상가동  103호,126.4591105,충남 서산시 서령로 107,13시~21시,,1,일요일 휴무,31965,0daf8fd4e04a420e9be2f9a001d18cfb.jpg,효자동닭꼬치 서산점,2,,606,,36.79104574
경기,1,1,엘지종합상가1층127호 현이네 ,126.9366918,경기 수원시 권선구 금곡로73번길 33,11시30분~8시,,1,"토요일,일요일.공유일",16383,310de657643b43e68aa56192eea3b939.jpg,현이네,1,,605,,37.27429218
경기,2,"01,02",102호,126.8228971,경기 화성시 우정읍 조암동로36번길 1,월-금 10시30부터 8시까지,,1,토.일,18565,011a0c05eddb46ab8f61acc3f6cf99c1.jpg,씬즈,99,가족,604,,37.08792128
울산,1,1,104호,129.3541941,울산 북구 신기4길 42,오전10시30분부터 오후11시,,1,,44215,cc6e8500e134423380717e23bb7fdeb1.jpg,쭈니네식당,2,,603,,35.64997224
울산,99,1,103호,129.3541941,울산 북구 신기4길 42,AM11:00~AM01:00,,1,,44215,430270131a264c59bdb0f53e3a8baad5.jpeg,로와네식당,2,,602,쭈꾸미비빔밥  계란찜 반찬 ,35.64997224
광주,99,,15,126.8109405,광주 광산구 월곡중앙로 33,월-토 10:30~18:30,,99,일요일 휴무,62347,51a11dc1045741a986ffc54af34ec6a7.jpg,샤론헤어,2,,600,커트,35.16943753
경기,2,1,,127.2238827,경기 안성시 대덕면 내리 689-13,12:00~20:00,,99,매주일요일,17546,1aee9692f5b3454da9089e239b1d537c.jpg,오늘구움,1,,599,,37.00186562
서울,99,"01,02,99",1층 북경짜장,127.1416298,서울 송파구 위례광장로 120,10:00~20:30,정말 돈없고 배고픈 사람들,1,없음,5852,2a126e2cc2904fc69dbdbfd4d72fc803.jpg,북경짜장 위례신도시점,1,,598,"짜장, 짬뽕, 볶음밥,1인탕수육등등",37.47501456
강원,1,"01,02",종로타워1층,127.7443321,강원 춘천시 퇴계농공로 20,08:00~20:00,,1,연중무휴,24414,037364743d3c4723a0e335876e05569c.jpg,크라상점 춘천점,1,,597,,37.85159206
서울,2,1,신참떡볶이,127.1420544,서울 강동구 양재대로 1549,10시30분~22시 30분,,1,없음,5315,,신참떡볶이 굽은다리역점,2,,596,,37.54404843
대구,99,1,우방하이츠 상가 묭실언니 미용실,128.7114719,대구 수성구 달구벌대로645길 22,오전10부터 오후7시,,99,일요일,42270,648ffa021968445496799ed117fe69a0.jpg,묭실언니,1,,595,컷트,35.84167018
경남,1,1,김대리 피자,128.4318063,경남 통영시 통영해안로 456-1,11:00~00:00,,1,,53048,f8a29fea318241378300e2361a46edf8.jpg,김대리 피자,1,,594,,34.84914059
경기,99,"01,02",107호 올곧은소반,126.9625268,경기 안양시 동안구 경수대로 428,평일 Am10:30~Pm8:00/토요일 ~Pm4:00,,1,일요일 휴무,14126,0a1a138fc6f0479f8e643ba267d63ba3.jpg,올곧은소반,2,,593,컵소반도시락 or 밑반찬3종,37.36226346
광주,99,"01,99",10동 111호,126.8628683,광주 서구 매월동 948,04시~ 18시,"지역아동,소외계층",1,일요일,62074,dd762176df7045b79e88bfa69c3c9596.jpg,꿈채농산,2,,591,농산물,35.1158768
광주,99,1,1층 고귀한고깃간,126.8973071,광주 남구 광복마을길 49,08:30-20:30,,1,매주 일요일 휴무,61726,aecf8db0fd6543d289b87f03aac2be5c.png,고귀한고깃간,1,,590,"돼지불고기, 수제돈까스,  곰국 등",35.12221682
경기,1,1,106호,127.1052999,경기 평택시 비전3로 26,오전9시~오후10,,1,매주월요일 휴무,17852,8f083f3f45874adea7b60c7438f46fdd.jpg,웰돈카츠&떡볶이 비전점,2,,589,,37.0023066
서울,1,"01,02",지하 1층 너나들이,127.0508587,서울 동대문구 회기동 60-71,12:00~22:00,,1,연중무휴,2454,ab8a85111e9144219ee7b9ccd4909aff.jpeg,너나들이 만화카페 ,1,,588,,37.59232195
경기,2,1,1층상가,126.7467414,경기 파주시 가재울로 89,11~2,,1,없음,10871,108c628a97b643c88f35c23e003da09c.jpeg,피자스토어,3,,587,,37.73099661
경기,99,"01,02","1층, 보배반점 수원영통점",127.0773438,경기 수원시 영통구 반달로 104,11:00~22:00,,1,,16705,88861252795e49179130ce72be6a2f58.jpeg,보배반점 수원영통점,2,,586,식사류,37.25279129
경기,99,1,다산종합물류,127.1846392,경기 남양주시 진건읍 사릉로 335-16,오전 9시~오후6시(점심시간12시~1시),,3,"주말 및 공휴일, 점심시간",12140,cce5333f2f534403b55ed0005e73fedc.jpg,주식회사 다산글로벌,2,,585,"핫팩, 손소독제",37.652386
서울,1,1,1층 백가집,126.9339123,서울 관악구 호암로24길 11,오전 11시 ~ 오후 8시,,1,매주 토요일,8812,,백가집,1,,584,,37.47001899
경기,99,1,2층 허지스헤어 미금점 ,127.1077502,경기 성남시 분당구 돌마로 52,10:00~20:00,,3,"공휴일,주말제외.카카오톡플러스친구or네이버 예약문의",13630,d3512e8722044679b3be76f513454671.jpg,아트테라피 허지스헤어 ,1,,583,아동 및 학생커트,37.34968098
충북,1,1,115호,127.4310603,충북 청주시 흥덕구 진재로 141,11:00~21:00,,1,명절 연휴,28425,30d0cc5b3d374983be6bbe42c534651c.jpg,키와마루아지 청주점,1,,582,,36.64369166
경기,1,1,고피자,127.4436811,경기 이천시 창전동 158-11,10:30-23:00,,1,연중무휴,17369,5a23052714d74ac7a06b0a70640a61ab.jpeg,고피자 이천중앙로점,2,,581,,37.28082155
경북,99,1,대가온족발,128.825374,경북 경산시 하양읍 대학로298길 22,오전 10시~ 익일 새벽1시,,1,매주월요일휴무,38438,e35a6cc546ee4e3784070b24bfe5aa89.jpg,대가온족발,99,아이와 부모또는 조부모,580,"순살족발,갈비족발 ,보쌈 ,냉면 ",35.912062
충북,1,"01,02",1층 일미리 금계찜닭 매장,127.4570769,충북 청주시 서원구 사창동 460,11:00~23:00,,1,연중무휴,28643,,일미리 금계찜닭 충북대학교점,2,,579,,36.63231993
전남,99,,,127.4901322,전남 순천시 용당둑길 153,11시-18시,,1,,57943,,베니샤프본점 ,2,,578,모든음료+케이크한조각,34.95842827
경기,99,1,4층 403호,127.1191835,경기 남양주시 별내면 청학로68번길 3,12월 21일,,1,월요일,12084,44b452f9a2df431a9ad27ecda518b8b6.jpeg,키즈팡팡,1,,577,식사나 과자 음료 놀이시설,37.70767952
경기,2,99,상가동7호 과일숲,127.1822434,경기 용인시 처인구 명지로40번길 35-16,10:00~20:00,"소방관, 임산부고객님들께 1000원할",1,일요일,17056,0e506f04b6704e849686d71cc7a0d698.jpg,과일숲,99,부담없이 오셔서 말씀해주세요,576,,37.23068902
서울,1,"01,99",2층,126.9209387,서울 마포구 서교동 405-17,오전11~익일 오전6시,초등~고등학교1학년까지만(학생증확인),1,연중무휴,4048,4921a1e8403349fda0b6b99fa0d2c3d6.jpeg,슈츄안,99,"본인+동반1인, 복지카드+학생증지참",575,,37.5503889
경남,1,1,2층,128.0955056,경남 진주시 동진로 40,오전11시~오후10시30분,,1,없음,52727,7278615e5a1b4f9da36b74dd7303526a.jpg,피자마루과기대점,99,동반4인,574,,35.17880908
경기,99,1,든든한병원 1층101호 죽이야기,126.7559165,경기 고양시 일산서구 하이파크2로 60,08:00~20:00,,1,매주 일요일,10234,38fba2ac99c24a65b09fe0ea96cb1921.jpg,죽이야기 든든한병원점,1,,573,야채죽,37.69909546
경기,1,1,1층 105호 프레드피자 ,126.8312128,경기 안산시 단원구 광덕대로 206,오전11시~새벽3시20분,,1,연중무휴,15462,49a4afd2d40a464b8d7d4d2d10a2c190.png,프레드피자 안산1호점 ,1,,572,,37.31470056
경기,1,1,1층 108호 ,126.9225642,경기 화성시 향남읍 행정중앙2로 63-34,오전11시~오후16시,,1,없음,18600,c4d04f444bd24b9e9f0e5ab6ff827c62.jpg,농부항아리수제비,1,,571,,37.13057727
인천,99,"01,02",LG타운 101동 301호,126.7030661,인천 서구 고산후로78번길 43,오후 4시~오후9시,,1,매주토요일,22683,6afa9fb7aa584bbd81b9074b459e0641.jpg,김군네초밥,2,,570,초밥,37.59026384
경남,99,1,밀성돼지국밥 ,128.7451548,경남 밀양시 내이2길 19,08:00~21:00,,1,14:30~16:30,50423,7e772f525fa14b3295348e0ce16d0cc8.jpg,밀성돼지국밥,2,,569,모든국밥,35.49768474
대전,99,1,1층 부어치킨,127.4282255,대전 동구 홍도로43번길 2,12:00~12:00,,1,매주 월요일,34554,,부어치킨한남대점,2,,568,치킨버거세트 ,36.35000522
대구,1,"01,02",303동103호 상가 1층,128.5823261,대구 중구 남산로7길 7,오후3시~12시까지,,1,없음,41977,9636eaa1cc954c91a8dd8a4fe80920c6.jpg,자담치킨 대구남산점,2,,567,,35.85868965
충남,1,1,1층 이팔떡볶이,127.1305055,충남 천안시 서북구 미라8길 28,오전10시~오후9시,,1,매주 일요일 휴무,31155,0d8167f313c54b6faabc6af543793e1b.jpeg,이팔떡볶이,2,,566,,36.80275634
전남,1,"01,02",2층 파운트리,127.5198966,전남 순천시 비봉길 88,10:00~20:00,,1,일요일,57934,9f9f75ed5b8247b8a650e157241fbf54.jpg,파운트리,1,,565,,34.96561134
인천,99,1,101호,126.5635172,인천 중구 영종대로 911,11:00-22:00,,1,15:30-17:00,22397,75a1d6c4e8d94b58a8e11e4d138a93b8.jpg,샤브보트 영종하늘도시점,2,,564,샤브샤브 택1+음료,37.48733571
인천,99,1,106호,126.5635172,인천 중구 영종대로 911,11:00-22:00,,1,,22397,18f2f4618f4f435196e42462ab2b76e3.jpg,고피자 영종하늘도시점,2,,563,피자&사이드 세트,37.48733571
인천,99,1,117호,126.5635172,인천 중구 영종대로 911,11:00-21:00,,1,15:30-17:00,22397,7f727078fabe481eb0130c7ae416d98e.png,온센 영종하늘도시점,2,,562,텐동류 중 택1,37.48733571
경기,1,1,2층 요나요나,126.9230136,경기 평택시 안중읍 안현로서8길 21,17~22,,1,없음,17943,,요나요나,2,,561,,36.97896081
경기,1,1,SK뷰레이크타워 B120호,127.0601784,경기 수원시 영통구 법조로 25,오전 9시-오후 9시,,1,,16514,5395ac5286f94316a62e1b2eb17a5f8e.jpg,19T광교SK레이크점,3,,560,,37.28748089
서울,1,"01,02",현성빌딩 지하1층 B04호,127.0622496,서울 노원구 상계로 65,10:00-02:00,,99,연중무휴,1693,6b69647919aa4dbca00b07486664b36a.png,카툰공감 노원역점,1,,559,,37.65635432
경남,1,1,C3 상가동 1층 1019호,128.1448834,경남 진주시 에나로175번길 12,10:30 ~ 19:00,,1,일/월 휴무,52855,0a5a593cf64b4548bc318f09c3bf58de.jpg,에나로 밀,1,,558,,35.17378577
대구,99,1,,128.5880112,대구 중구 경상감영길 10,화~금 10:00~19:00 토 10:00~17:00,,2,"일,월",41919,0533dacab05544628a761a83dbb6ff14.jpg,메이커하우스 리움,1,,557,메이커체험  1회,35.87101997
서울,1,1,1층 101호 자판기가게,126.984171,서울 서초구 방배천로2안길 96,24시간,,1,없음,6677,535563bd853344e1a1e681ee5f33bddb.jpg,자판기가게,2,,556,,37.4812784
제주,1,1,2층 살롱드청춘,126.5486405,제주특별자치도 제주시 인다5길 11-12,오전 11시 ~ 오후 8시,,99,매주 월요일,63247,0d12d5f283cc4bb0affb734ea945dc0a.jpeg,살롱드청춘,1,,555,,33.47569142
강원,1,1,아빠의부엌,128.5786818,강원 속초시 교동로 33,,,1,,24846,,아빠의부엌,2,,554,,38.20199423
